index,artist,title,mood
ML1156,Oasis,I'm Outta Time,Sad
ML1157,Silverchair,Trash,Angry
ML1158,Ice-T,O.G. Original Gangster,Angry
ML1159,Yanni,Nostalgia,Chill
ML1160,D'Angelo,Africa,Chill
ML1161,Boz Scaggs,Jojo,Chill
ML1162,Mark Lanegan,Kingdoms Of Rain,Sad
ML1163,Jason Mraz,Unfold (Eagles Ballroom Live Version),Chill
ML1164,Dark Sanctuary,La chute de l'ange,Sad
ML1165,Bullet For My Valentine,Scream Aim Fire,Angry
ML1166,Lonnie Donegan,My Old Man's A Dustman,Happy
ML1167,The Decemberists,The Hazards of Love 4 (The Drowned),Sad
ML1168,The Replacements,All Shook Down,Chill
ML1169,Balligomingo,Escape,Chill
ML1170,Alela Diane,The Rifle,Chill
ML1171,Sade,Hang On To Your Love,Chill
ML1172,Duran Duran,Hungry Like The Wolf,Happy
ML1173,Morrissey,Let Me Kiss You,Sad
ML1174,Art Brut,My Little Brother,Happy
ML1175,Village People,Macho Man,Happy
ML1176,Ella Fitzgerald,Let Yourself Go,Chill
ML1177,The Byrds,Wasn't Born To Follow,Happy
ML1178,ElectroVamp,Drinks Taste Better When They're Free,Happy
ML1179,Theatre of Tragedy,Bacchante,Sad
ML1180,The Puppini Sisters,We Have All The Time In The World,Happy
ML1181,The Emotions,Flowers,Chill
ML1182,Darren Hayes,Unlovable,Sad
ML1183,Busted,Year 3000,Happy
ML1184,Magnolia Electric Co.,Hard to Love a Man,Sad
ML1185,Nine Inch Nails,Wish,Angry
ML1186,Converge,Drop Out,Angry
ML1187,Yardbirds,I'm a Man,Angry
ML1188,Teddy Geiger,Gentlemen,Chill
ML1189,Emery,Fractions,Sad
ML1190,DMX,Ruff Ryders' Anthem,Angry
ML1191,Celtic Woman,The Prayer,Chill
ML1192,Ramones,Do You Remember Rock 'N' Roll Radio?,Happy
ML1193,The Cure,Us Or Them,Angry
ML1194,Guns N Roses,Paradise City,Angry
ML1195,Alejandro Sanz,No es lo mismo,Happy
ML1196,System of a Down,Prison Song,Angry
ML1197,Ozzy Osbourne,Gets Me Through,Angry
ML1198,Lene Marlin,When You Were Around,Chill
ML1199,Joshua Radin,"No Envy, No Fear",Chill
ML1200,Los Pericos,Pupilas Lejanas,Chill
ML1201,Strokes,Hard to Explain,Angry
ML1202,Deerhoof,"O'Malley, Former Underdog",Happy
ML1203,Powderfinger,My Kind Of Scene,Chill
ML1204,Vio-Lence,Serial Killer,Angry
ML1205,Kenny Chesney,She Thinks My Tractor's Sexy,Happy
ML1206,Silverchair,Spawn Again,Angry
ML1207,Sepultura,Dead Embryonic Cells,Angry
ML1208,Steely Dan,Only A Fool Would Say That,Chill
ML1209,IVY,I Think Of You,Chill
ML1210,Black Sabbath,Lonely Is The Word,Sad
ML1211,The Rakes,We Are All Animals,Happy
ML1212,Nice & Smooth,Sometimes I Rhyme Slow,Chill
ML1213,Korn,Dead Bodies Everywhere,Angry
ML1214,Patty Griffin,Heavenly Day,Chill
ML1215,U2,MLK,Sad
ML1216,Peter Tosh,Legalize It,Chill
ML1217,Serge Gainsbourg,Comic Strip,Happy
ML1218,Isis,So Did We,Sad
ML1219,Godsmack,Cryin' Like a Bitch,Angry
ML1220,Edyta GÃ³rniak,Soul Boy,Chill
ML1221,Nicki French,Total Eclipse Of The Heart,Happy
ML1222,Ben Folds Five,For Those Of Ya'll Who Wear Fannie Packs,Happy
ML1223,The Wiseguys,Ooh La La,Happy
ML1224,Nerf Herder,Welcome To My World,Happy
ML1225,Saosin,It's So Simple,Angry
ML1226,Lisa Stansfield,Soul Deep,Chill
ML1227,Ricky Martin,She Bangs,Happy
ML1228,Suicide,Frankie Teardrop,Angry
ML1229,The Contours,Do You Love Me,Happy
ML1230,Nightmares On Wax,Flip Ya Lid,Chill
ML1231,Nine Inch Nails,Burn,Angry
ML1232,Ziggy Marley,Melancholy Mood,Chill
ML1233,Lil' Kim,Magic Stick ,Happy
ML1234,Enya,A Moment Lost,Chill
ML1235,Firefall,Strange Way,Chill
ML1236,Bob Rivers,Who Put the Stump?,Happy
ML1237,Rage Against the Machine,Maggie's Farm,Angry
ML1238,Take 6,More Than Ever,Chill
ML1239,Nappy Roots,Good Day,Happy
ML1240,Abra Moore,On the Way,Chill
ML1241,Diamond Head,Am I Evil?,Angry
ML1242,Ella Fitzgerald,In A Mellow Tone,Chill
ML1243,Rage Against the Machine,Without a Face,Angry
ML1244,Celtic Woman,Away In A Manger,Chill
ML1245,Tristania,Deadlands,Sad
ML1246,Cavalera Conspiracy,Hearts of Darkness,Angry
ML1247,Foo Fighters,Wattershed,Angry
ML1248,Godsmack,I Fucking Hate You,Angry
ML1249,Joni Mitchell,Shine,Chill
ML1250,Simply Red,Ev'ry Time We Say Goodbye,Sad
ML1251,The Cure,Three Imaginary Boys,Sad
ML1252,Judas Priest,Angel,Sad
ML1253,Jill Scott,Show Me,Chill
ML1254,Zeromancer,Doctor Online,Angry
ML1255,Pixies,Something Against You,Angry
ML1256,Devo,Whip It,Happy
ML1257,Killswitch Engage,Reckoning,Angry
ML1258,The Waterboys,Red Army Blues,Sad
ML1259,Headstones,Fuck you,Angry
ML1260,Black Sabbath,War Pigs,Angry
ML1261,At the Gates,Slaughter Of The Soul,Angry
ML1262,The Proclaimers,Letter From America,Chill
ML1263,"""Weird Al"" Yankovic",Cable TV,Happy
ML1264,blink-182,Aliens Exist,Happy
ML1265,Demon Hunter,Deteriorate,Sad
ML1266,Jennifer Lopez,Jenny From the Block,Happy
ML1267,OK Go,This Will Be Our Year,Happy
ML1268,Rollins Band,Hotter And Hotter,Angry
ML1269,The Pipettes,Your Kisses Are Wasted On Me,Happy
ML1270,VIRGIN BLACK,Velvet Tongue,Sad
ML1271,Luther Vandross,Promise Me,Chill
ML1272,Anberlin,The Runaways,Angry
ML1273,Tom ZÃ©,A Felicidade,Chill
ML1274,Hole,Reasons To Be Beautiful,Sad
ML1275,HIM,Heartache Every Moment,Sad
ML1276,Opeth,Blackwater Park,Sad
ML1277,Sondre Lerche,Side Two,Chill
ML1278,Morrissey,There's A Place In Hell For Me And My Friends,Sad
ML1279,At The Drive-In,Chanbara,Angry
ML1280,Aerosmith,Dude (Looks Like A Lady),Happy
ML1281,Rammstein,Wo bist du,Sad
ML1282,Weezer,Good Life,Angry
ML1283,Mark Hollis,The Colour Of Spring,Sad
ML1284,Slayer,Crypts of Eternity,Angry
ML1285,Jon & Vangelis,I Hear You Now,Chill
ML1286,BeyoncÃ©,Crazy In Love,Happy
ML1287,Quiet Riot,Bang Your Head (Metal Health),Angry
ML1288,Rage Against the Machine,Pistol Grip Pump,Angry
ML1289,Delerium,Fallen Icons,Chill
ML1290,Donald Fagen,H Gang,Chill
ML1291,The Stooges,1970 (Take 3),Angry
ML1292,Yo La Tengo,Big Day Coming,Chill
ML1293,Celtic Woman,The Blessing,Chill
ML1294,Johnny Paycheck,Take This Job and Shove It,Happy
ML1295,Faith No More,Epic,Angry
ML1296,Blu Cantrell,Don't Wanna Say Goodbye,Sad
ML1297,Jesus & Mary Chain,Blues from a Gun,Angry
ML1298,The Jets,Make It Real,Sad
ML1299,The Cure,Out Of This World,Sad
ML1300,Psapp,The Words,Happy
ML1301,Cansei de Ser Sexy,Move,Happy
ML1302,Seu Jorge,Rebel Rebel,Chill
ML1303,Flight of the Conchords,Inner City Pressure,Happy
ML1304,Air,The Vagabond,Chill
ML1305,Reel Big Fish,Your Guts (I Hate 'Em),Angry
ML1306,Limp Bizkit,The Story,Angry
ML1307,HÃ¼sker DÃ¼,Hardly Getting Over It,Sad
ML1308,Willie Nelson,Sad Songs And Waltzes,Sad
ML1309,Split Enz,I Got You,Angry
ML1310,Don Omar,Salio El Sol,Happy
ML1311,Norah Jones,The Long Way Home,Chill
ML1312,At The Drive-In,Cosmonaut,Angry
ML1313,Augie March,There Is No Such Place,Chill
ML1314,Yeah Yeah Yeahs,Black Tongue,Happy
ML1315,Hatebreed,A Call For Blood,Angry
ML1316,Cursive,Art Is Hard,Angry
ML1317,The String Cheese Incident,Sometimes a River,Chill
ML1318,Lisa Ekdahl,Only You,Chill
ML1319,Athlete,Flying Over Bus Stops,Chill
ML1320,Duke Ellington,Satin Doll,Chill
ML1321,Anthrax,C11 H17 N2 O2 S Na,Angry
ML1322,Rick Braun,Walk On The Wild Side,Chill
ML1323,Children of Bodom,Downfall,Angry
ML1324,N.W.A,Fuck tha Police,Angry
ML1325,Ministry,Wrong,Angry
ML1326,Alice Cooper,Halo of Flies,Angry
ML1327,Apostle of Hustle,Animal Fat,Chill
ML1328,Blue October,Razorblade,Angry
ML1329,Black Flag,Room 13,Angry
ML1330,M. Ward,For Beginners,Chill
ML1331,Valley of the Giants,Bala Bay Inn,Chill
ML1332,Sleeping at Last,Hurry,Chill
ML1333,Janina,Nachts um halb drei,Happy
ML1334,Antony and the Johnsons,Free at Last,Sad
ML1335,Neil Young,I've Loved Her So Long,Sad
ML1336,Kool & The Gang,Summer Madness,Chill
ML1337,Animal Collective,Who Could Win a Rabbit,Happy
ML1338,Question Mark & The Mysterians,96 Tears,Angry
ML1339,Elvis Presley,In The Ghetto,Sad
ML1340,Fabrizio De AndrÃ©,Preghiera In Gennaio,Sad
ML1341,JoÃ£o Gilberto,Samba Da Minha Terra,Chill
ML1342,The Ronettes,Sleigh Ride,Happy
ML1343,Rick James,Super Freak,Happy
ML1344,Laurie Anderson,Speak My Language,Sad
ML1345,Keri Noble,Bartender,Sad
ML1346,Jessica Simpson,A Public Affair,Happy
ML1347,The Pierces,Turn on Billie,Chill
ML1348,Madness,Shut Up,Happy
ML1349,Miles Davis,Summertime,Chill
ML1350,Bikini Kill,DemiRep,Angry
ML1351,Bronco,Que Te Han Visto Llorar,Sad
ML1352,Anthrax,Anti-Social,Angry
ML1353,Kasia Kowalska,Bezpowrotnie,Sad
ML1354,Kanye West,Through The Wire,Happy
ML1355,Birthday Party,Dead Joe,Angry
ML1356,Papas Fritas,Way You Walk,Happy
ML1357,Emily Jane White,The Demon,Sad
ML1358,Megadeth,Promises,Angry
ML1359,The Stone Roses,(Song For My) Sugar Spun Sister,Chill
ML1360,Mastodon,Hearts Alive,Angry
ML1361,Deep Forest,Forest Hymn,Chill
ML1362,Siouxsie and the Banshees,Regal Zone,Angry
ML1363,DMX,Ready To Meet Him,Sad
ML1364,Swallow The Sun,The Justice of Suffering,Sad
ML1365,Skinny Puppy,Candle,Sad
ML1366,Glashaus,Was immer jetzt geschieht,Sad
ML1367,Tenacious D,Kyle Quit The Band,Happy
ML1368,The Cooper Temple Clause,Take Comfort,Chill
ML1369,Cure,Killing an Arab,Angry
ML1370,Laura Fygi,Dream A Little Dream,Chill
ML1371,Bullet For My Valentine,The Poison,Angry
ML1372,Simon & Garfunkel,Patterns,Chill
ML1373,Martina Topley-Bird,Ragga,Happy
ML1374,Nick Cave and the Bad Seeds,Lovely Creature,Sad
ML1375,Wu-Tang Clan,Impossible,Sad
ML1376,Maanam,WyjÄ…tkowo zimny maj,Sad
ML1377,Good Shoes,The Photos On My Wall,Happy
ML1378,Lamb of God,Walk with Me in Hell,Angry
ML1379,The Brian Setzer Orchestra,Since I Don't Have You,Sad
ML1380,Jenny Owen Youngs,Keys Out Lights On,Chill
ML1381,Kosheen,Under Fire,Sad
ML1382,Ella Fitzgerald,I Get A Kick Out Of You,Chill
ML1383,Marilyn Manson,Born Again,Angry
ML1384,Isis,In Fiction,Sad
ML1385,Sophie Zelmani,I'd Be Broken,Chill
ML1386,50 Cent,Ski Mask Way,Angry
ML1387,N.W.A,Gangsta Gangsta,Angry
ML1388,My Dying Bride,Grace Unhearing,Sad
ML1389,Portishead,Magic Doors,Sad
ML1390,Ice Cube,How to Survive in South Central,Angry
ML1391,Ricky Martin,La Bomba,Happy
ML1392,Von Hertzen Brothers,Another worthless day,Sad
ML1393,Bone Thugs-N-Harmony,Weed Song,Chill
ML1394,Cat Power,The Coat Is Always On,Sad
ML1395,Ben Lee,Whatever It Is,Chill
ML1396,Patrick Wolf,To the Lighthouse,Sad
ML1397,Anthrax,A.I.R.,Angry
ML1398,Jill Scott,Whenever You're Around,Chill
ML1399,SinÃ©ad O'Connor,I Do Not Want What I Haven't Got,Chill
ML1400,Matthews' Southern Comfort,Woodstock,Chill
ML1401,Celtic Woman,Beyond The Sea,Chill
ML1402,The Asteroids Galaxy Tour,Around The Bend,Happy
ML1403,Queens Of The Stone Age,Six Shooter,Angry
ML1404,Meryl Streep,The Winner Takes It All,Sad
ML1405,Concrete Blonde,Everybody Knows,Sad
ML1406,G. Love & Special Sauce,Relax,Chill
ML1407,Noisettes,The Count Of Monte Christo,Happy
ML1408,Jamie O'Neal,All By Myself,Sad
ML1409,The Hoosiers,Worst Case Scenario,Happy
ML1410,Yo La Tengo,Black Flowers,Chill
ML1411,Kelly Clarkson,Don't Let Me Stop You,Angry
ML1412,Katatonia,Don't Tell A Soul,Sad
ML1413,Cobra Starship,It's Warmer In The Basement,Happy
ML1414,The Cure,Why Can't I Be You?,Happy
ML1415,Dianne Reeves,One For My Baby,Chill
ML1416,The Doors,Celebration of the Lizard,Angry
ML1417,Red House Painters,Medicine Bottle,Sad
ML1418,The Magnetic Fields,The Luckiest Guy On The Lower East Side,Happy
ML1419,Dexys Midnight Runners,Come On Eileen,Happy
ML1420,The Duke Spirit,Love Is An Unfamiliar Name,Happy
ML1421,Au Revoir Simone,I Couldn't Sleep,Chill
ML1422,October Tide,Losing Tomorrow,Sad
ML1423,Alesana,Apology,Sad
ML1424,KMFDM,Don't Blow Your Top,Angry
ML1425,Pulp,Blue Glow,Sad
ML1426,Jonas Brothers,Shelf,Happy
ML1427,Cara Dillon,Blue Mountain River,Chill
ML1428,Evanescence,Haunted,Sad
ML1429,Interpol,The Scale,Sad
ML1430,Celtic Woman,The Sky And The Dawn And The Sun,Chill
ML1431,Juanes,La Camisa Negra,Happy
ML1432,The Cooper Temple Clause,Talking To A Brick Wall,Sad
ML1433,Moya Brennan,Change My World,Chill
ML1434,The Ohio Players,I Want To Be Free,Chill
ML1435,Mis-Teeq,Scandalous,Happy
ML1436,Tamia,You Put A Move On My Heart,Chill
ML1437,Shakedown,At Night,Happy
ML1438,Steely Dan,Your Gold Teeth II,Chill
ML1439,Lykke Li,Sadness Is A Blessing,Sad
ML1440,Kiss,Black Diamond,Happy
ML1441,Hanne Hukkelberg,Balloon,Chill
ML1442,Sex Pistols,No Fun,Angry
ML1443,Judy Garland,I'm Nobody's Baby,Sad
ML1444,BeyoncÃ©,Listen,Sad
ML1445,Unbelievable Truth,Dune Sea,Sad
ML1446,Madredeus,O ParaÃ­so,Chill
ML1447,Jonathan Coulton,You Ruined Everything,Happy
ML1448,Badly Drawn Boy,This Song,Chill
ML1449,Rage Against the Machine,No Shelter,Angry
ML1450,Marla Hansen,Shuffle Your Feet,Chill
ML1451,Sophie Zelmani,Fire,Sad
ML1452,Janis Joplin,Get It While You Can,Chill
ML1453,Pere Ubu,30 Seconds Over Tokyo,Angry
ML1454,Eftos,Hyaluron,Angry
ML1455,Kool Keith,Tess Shit,Angry
ML1456,Blur,1992,Sad
ML1457,Zombie Girl,Creepy Crawler,Angry
ML1458,Casiotone for the Painfully Alone,Don't They Have Payphones Wherever You Were Last Night,Sad
ML1459,of Montreal,Your Magic Is Working,Happy
ML1460,DIR EN GREY,Merciless Cult,Angry
ML1461,Mayer Hawthorne,A Strange Arrangement,Chill
ML1462,Destroyer,Foam Hands,Sad
ML1463,The Sisters Of Mercy,Doctor Jeep,Sad
ML1464,Thirteen Senses,Undivided,Sad
ML1465,SambasSadeur,Ice & Snow,Chill
ML1466,Slipknot,Pulse of the Maggots,Angry
ML1467,Gwen Stefani,Rich Girl,Happy
ML1468,Carnifex,Sadistic Embrace,Angry
ML1469,Slayer,Here Comes the Pain,Angry
ML1470,Rihanna,SOS,Happy
ML1471,The Isley Brothers,Hello It's Me,Chill
ML1472,The Innocence Mission,Walking Around,Chill
ML1473,Clap Your Hands Say Yeah,Upon This Tidal Wave of Young Blood,Happy
ML1474,Michelle Williams,We Break The Dawn,Happy
ML1475,Scandinavian Music Group,Ilman sinua olen lyijyÃ¤,Sad
ML1476,M83,She Stands Up,Chill
ML1477,The Ruts,Babylon's Burning,Angry
ML1478,Pere Ubu,Modern Dance,Angry
ML1479,Whiskeytown,Easy Hearts,Chill
ML1480,Megadeth,Train of Consequences,Angry
ML1481,Anathema,Fragile Dreams,Sad
ML1482,Matt Dusk,Always,Chill
ML1483,Remy Shand,Burning Bridges,Chill
ML1484,Muse,Hyper Music,Angry
ML1485,Detonautas Roque Clube,VocÃª Me Faz TÃ£o Bem,Sad
ML1486,We Are Scientists,What's The Word,Angry
ML1487,Slightly Stoopid,Wiseman,Chill
ML1488,Anaal Nathrakh,The Destroying Angel,Angry
ML1489,Union of Knives,Evil Has Never,Sad
ML1490,Imogen Heap,Spooky,Chill
ML1491,Blue Oyster Cult,Godzilla,Angry
ML1492,Blur,It Could Be You,Happy
ML1493,Diamanda GalÃ¡s,Free Among the Dead,Angry
ML1494,Leonard Cohen,Teachers,Sad
ML1495,Tim Buckley,No Man Can Find The War,Sad
ML1496,Harry Belafonte,Jump in the Line,Happy
ML1497,Bad Company,Bad Company,Sad
ML1498,Jamie Lidell,Multiply,Happy
ML1499,Cat Power,Cross Bones Style,Angry
ML1500,Slayer,Darkness of Christ,Angry
ML1501,Papa Roach,Dead Cell,Angry
ML1502,The Pierces,Lights On,Happy
ML1503,Ween,Boys Club,Happy
ML1504,Talk Talk,I Don't Believe in You,Sad
ML1505,The Cinematic Orchestra,Burn Out,Chill
ML1506,Dope,Pig Society,Angry
ML1507,Stina Nordenstam,The End of a Love Affair,Sad
ML1508,Woven Hand,Story and Pictures,Sad
ML1509,Queens Of The Stone Age,Feel Good Hit Of The Summer,Happy
ML1510,Pnau,Embrace,Happy
ML1511,Maps,Glory Verse,Chill
ML1512,Flowing Tears,Portsall (Departure Song),Sad
ML1513,Louis Armstrong,Nobody Knows The Trouble I've Seen,Sad
ML1514,Old Crow Medicine Show,Down Home Girl,Happy
ML1515,Donald Fagen,Walk Between Raindrops,Chill
ML1516,Al Martino,VOLARE,Happy
ML1517,Pat Boone,Speedy Gonzales,Happy
ML1518,Inner City,Big Fun,Happy
ML1519,Black Sabbath,The Writ,Angry
ML1520,Groove Armada,But I Feel Good,Happy
ML1521,Billy Talent,Pins and Needles,Sad
ML1522,Megadeth,Crush 'Em,Angry
ML1523,Girls Aloud,Whole Lotta History,Sad
ML1524,Blink 182,Adam's Song,Angry
ML1525,Yelle,Mal Poli,Happy
ML1526,Shearwater,You're the Coliseum,Chill
ML1527,Lloyd Cole And The Commotions,Are You Ready To Be Heartbroken?,Sad
ML1528,Miley Cyrus,Breakout,Happy
ML1529,Opeth,The Baying of the Hounds,Sad
ML1530,DMX,What's My Name?,Angry
ML1531,Chris Garneau,Things She Said,Sad
ML1532,My Dying Bride,The Light at the End of the World,Sad
ML1533,Baccara,"Sorry, I'm A Lady",Happy
ML1534,Panzer AG,Filth God,Angry
ML1535,Green Day,Platypus,Angry
ML1536,Boyzone,Baby Can I Hold You,Chill
ML1537,Howard Jones,Life In One Day,Happy
ML1538,Mindy Smith,Falling,Chill
ML1539,Shenandoah,Ghost In This House,Sad
ML1540,The Gathering,Golden Grounds,Sad
ML1541,Anouk,For Bitter Or Worse,Sad
ML1542,The Smashing Pumpkins,Rotten Apples,Sad
ML1543,The Good Life,Heartbroke,Sad
ML1544,Jack Johnson,The Horizon Has Been Defeated,Chill
ML1545,The Smiths,This Night Has Opened My Eyes,Sad
ML1546,Idlewild,Love Steals Us From Loneliness,Sad
ML1547,Delta Goodrem,You Will Only Break My Heart,Happy
ML1548,Metallica,Last Caress/Green Hell,Angry
ML1549,Korn,Right Now,Angry
ML1550,Morphine,Murder For The Money,Sad
ML1551,Neurosis,To the Wind,Sad
ML1552,Free,All Right Now,Happy
ML1553,The Beatles,Please Please Me,Happy
ML1554,50 Cent,In Da Club,Happy
ML1555,Trevor Hall,Other Ways,Chill
ML1556,Sharon Van Etten,Don't Do It,Sad
ML1557,Slipknot,Wait and Bleed,Angry
ML1558,Alesana,"Congratulations, I hate you",Angry
ML1559,Husky Rescue,Diamonds in the Sky,Chill
ML1560,The Fall,Middle Class Revolt,Angry
ML1561,Dope,Die Motherfucker Die,Angry
ML1562,All Time Low,Poppin' Champagne,Happy
ML1563,Megadeth,Black Curtains,Angry
ML1564,PJ Harvey,Snake,Angry
ML1565,Megadeth,Mastermind,Angry
ML1566,The Band,The Night They Drove Old Dixie Down (alternate mix),Sad
ML1567,Turisas,Sahti-Waari,Happy
ML1568,My Morning Jacket,Xmas Curtain,Chill
ML1569,Terence Trent D'arby,Delicate,Chill
ML1570,Wesley Willis,Oil Express,Happy
ML1571,Boney James,In The Rain ,Chill
ML1572,Krokus,Screaming in the Night,Angry
ML1573,The Black Ghosts,Full Moon,Chill
ML1574,Incubus,Megalomaniac,Angry
ML1575,Antimatter,God Is Coming,Sad
ML1576,Carbon Leaf,Changeless,Chill
ML1577,Pato Fu,30.000 PÃ©s,Chill
ML1578,Remy Shand,Take A Message,Chill
ML1579,Hawk Nelson,Everything You Ever Wanted,Sad
ML1580,The Jackson 5,The Love You Save,Happy
ML1581,My Dying Bride,Into the Lake of Ghosts,Sad
ML1582,Little Brother,Nighttime Maneuvers,Chill
ML1583,Dashboard Confessional,The Shade Of Poison Trees,Sad
ML1584,BÃ¶hse Onkelz,"Bin ich nur glÃ¼cklich, wenn es schmerzt",Sad
ML1585,Enigma,Return to Innocence,Chill
ML1586,Dr. Hook,Sylvia's Mother,Sad
ML1587,Eminem,Soldier,Angry
ML1588,Today Is The Day,Temple of the Morning Star,Sad
ML1589,Blondie,One Way Or Another,Happy
ML1590,Beck,Modern Guilt,Chill
ML1591,Moxy FrÃ¼vous,I Love My Boss,Happy
ML1592,Michael Jackson,Someone Put Your Hand Out,Chill
ML1593,Pete and the Pirates,Mr Understanding,Happy
ML1594,Slayer,Flesh Storm,Angry
ML1595,Limp Bizkit,Nookie,Angry
ML1596,Copeland,The Grey Man,Chill
ML1597,Donald Fagen,Mary Shut The Garden Door,Chill
ML1598,Lisa Hannigan,Pistachio,Chill
ML1599,Cars Can Be Blue,Dirty Song,Happy
ML1600,Grace Jones,I'm Crying (Mother's Tears),Sad
ML1601,Cajun Dance Party,Amylase,Happy
ML1602,Britney Spears,The Beat Goes On,Happy
ML1603,Kayo Dot,Immortelle and Paper Caravelle,Chill
ML1604,Brother Ali,Walking Away,Sad
ML1605,En Vogue,Free Your Mind,Happy
ML1606,Bodyrox,Yeah Yeah,Happy
ML1607,KC And The Sunshine Band,Get Down Tonight,Happy
ML1608,Jack Johnson,Posters,Chill
ML1609,Air,New Star in the Sky,Chill
ML1610,Children of Bodom,Hatebreeder,Angry
ML1611,DIR EN GREY,AGITATED SCREAMS OF MAGGOTS,Angry
ML1612,JosÃ© GonzÃ¡lez,Stay In The Shade,Chill
ML1613,The New Pornographers,Star Bodies,Happy
ML1614,Dubstar,St. Swithin's Day,Chill
ML1615,Ween,Voodoo Lady,Happy
ML1616,Andrew Bird,Armchairs,Chill
ML1617,Peaches,Fuck The Pain Away,Happy
ML1618,Delta Goodrem,Throw It Away,Chill
ML1619,The Cure,The Lovecats,Happy
ML1620,All Time Low,The Beach,Happy
ML1621,Red House Painters,San Geronimo,Sad
ML1622,Zero 7,I Have Seen,Chill
ML1623,Mazzy Star,Free,Chill
ML1624,Monster Magnet,Powertrip,Angry
ML1625,Vangelis,Tales of the Future,Chill
ML1626,Crippled Black Phoenix,Burnt Reynolds,Sad
ML1627,Sia,Little Black Sandals,Chill
ML1628,Renee Olstead,Taking A Chance On Love,Chill
ML1629,My Dying Bride,Black God,Sad
ML1630,JC Chasez,Dear Goodbye,Sad
ML1631,Soulsavers,You Will Miss Me When I Burn,Sad
ML1632,Goldfish,Hold Tight,Happy
ML1633,The Modern Lovers,Hospital,Sad
ML1634,Alanis Morissette,All I Really Want,Angry
ML1635,James,Say Something,Sad
ML1636,Dan Le Sac vs Scroobius Pip,Look For The Woman,Sad
ML1637,The Constructus Corporation,I'll See You Now Now,Chill
ML1638,Ice Cube,My Summer Vacation,Angry
ML1639,We Are The Fallen,I Am Only One,Sad
ML1640,Evergreen Terrace,Mad World,Angry
ML1641,Hot Chocolate,You Sexy Thing,Happy
ML1642,The Cat Empire,The Rhythm,Happy
ML1643,Ulrich Schnauss,On My Own,Chill
ML1644,The Mars Volta,Tetragrammaton,Angry
ML1645,El Perro del Mar,This Loneliness,Sad
ML1646,John Denver,Grandma's Feather Bed,Happy
ML1647,LL Cool J,Mama Said Knock You Out,Angry
ML1648,Gary Numan,Absolution,Sad
ML1649,Beck,QuÃ© Onda Guero,Happy
ML1650,No Doubt,Rock Steady,Chill
ML1651,Tori Amos,Tombigbee,Angry
ML1652,Babes In Toyland,Handsome and Gretel,Angry
ML1653,Eagle-Eye Cherry,Permanent Tears,Chill
ML1654,No Use for a Name,Born Addicted,Angry
ML1655,Immortal Technique,The 4th Branch,Angry
ML1656,The Format,On Your Porch (acoustic),Sad
ML1657,Tracey Thorn,Nowhere Near,Sad
ML1658,Tenacious D,Papagenu (He's My Sassafrass),Happy
ML1659,Nine Inch Nails,Ruiner,Angry
ML1660,Tool,Intolerance,Angry
ML1661,Jorge Ben,Que Maravilha,Chill
ML1662,Melody Gardot,Goodnite,Chill
ML1663,Will Young,Who Am I,Sad
ML1664,Lords of Acid,I Sit On Acid (Soulwax remix),Happy
ML1665,Norah Jones,Broken,Chill
ML1666,Abra Moore,Sorry,Chill
ML1667,David Ford,Laughing Aloud,Chill
ML1668,Tracey Thorn,A-Z,Sad
ML1669,BjÃ¶rk,Army Of Me,Angry
ML1670,Despised Icon,In The Arms Of Perdition,Angry
ML1671,Mercury Rev,Holes,Chill
ML1672,Robert Palmer,Every Kinda People,Chill
ML1673,Peter & Gordon,Lady Godiva,Happy
ML1674,The Notorious B.I.G.,Ready to Die,Angry
ML1675,The Mars Volta,Roulette Dares (The Haunt Of),Angry
ML1676,Deee-Lite,Groove Is In The Heart,Happy
ML1677,Hungry Lucy,To Kill a King,Chill
ML1678,Katy Perry,I Kissed A Girl,Happy
ML1679,Tom Waits,Cold Cold Ground,Sad
ML1680,Supreme Beings of Leisure,What's the Deal,Chill
ML1681,Curtis Mayfield,Future Shock,Angry
ML1682,Daughtry,What I Want,Angry
ML1683,Megadeth,Prince of Darkness,Angry
ML1684,Junior Boys,Caught in a Wave,Chill
ML1685,Lil' Kim,How Many Licks ,Happy
ML1686,Cyndi Lauper,I Drove All Night,Happy
ML1687,Donavon Frankenreiter,On My Mind,Chill
ML1688,Slayer,Public Display Of Dismemberment,Angry
ML1689,Slayer,Mandatory Suicide,Angry
ML1690,Lady Gaga,Teeth,Happy
ML1691,Toby Keith,Who's Your Daddy?,Happy
ML1692,M.I.A.,Jimmy,Happy
ML1693,Buzzcocks,Ever Fallen in Love?,Angry
ML1694,The Specials,Guns of Navarone,Happy
ML1695,Katatonia,Brave,Sad
ML1696,Gordon Lightfoot,Carefree Highway,Chill
ML1697,Ivy,Edge Of The Ocean,Chill
ML1698,Leonard Cohen,The Old Revolution,Sad
ML1699,Porcupine Tree,Shesmovedon,Sad
ML1700,Tupac Shakur,Fuck the World,Angry
ML1701,The Rolling Stones,Heart Of Stone,Sad
ML1702,Rickie Lee Jones,Easy Money,Chill
ML1703,Drowning Pool,Step Up,Angry
ML1704,Rage Against the Machine,Bullet In The Head,Angry
ML1705,Foo Fighters,The Pretender,Angry
ML1706,BjÃ¶rn RosenstrÃ¶m,Lurad,Happy
ML1707,Tilly and the Wall,Sing Songs Along,Happy
ML1708,Guano Apes,You Can't Stop Me,Angry
